Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
RUNX2 22187159 ChIP-Seq PCA Human,25/2722,0.707652749,0.871177022,0,0,0.905927221,0.313271239,CITED2;ITPR1;ABCB9;PRDM1;LITAF;HSD11B1;SH3BGRL;ORMDL3;PMVK;ANXA6;S100A11;SLAMF1;DUSP5;UBE2H;ANXA2;IFNGR1;ITPK1;TRIP4;TMEM154;MAF;LPCAT4;ID2;SPATA13;RANBP10;PLEKHO2
SOX2 18358816 ChIP-ChIP MESCs Mouse,5/591,0.707981327,0.871177022,0,0,0.8407281,0.290334991,CITED2;ITPK1;NCK2;HIP1R;PNRC2
PHF8 20622853 ChIP-Seq HELA Human,14/1574,0.714618251,0.877855923,0,0,0.88006617,0.295708212,KDM4A;GBP7;CSF1;GALNT2;LYST;PNRC2;PINK1;PMVK;S100A6;EFHD2;GBP2;ATF6;S100A10;SLAMF1
ELF1 20517297 ChIP-Seq JURKAT Human,7/821,0.718234933,0.880254464,0,0,0.84595995,0.279977686,UBE2H;GNA15;LPCAT4;CHMP1B;S100A6;SIPA1;ICAM1
NFYA 21822215 ChIP-Seq K562 Human,14/1579,0.718995726,0.880254464,0,0,0.877013982,0.289326795,DUSP5;KDM4A;ENTPD1;CSF1;GALNT2;SORL1;PNRC2;PINK1;PRPF18;PMVK;EFHD2;GBP2;ATF6;SLAMF1
AR 25329375 ChIP-Seq VCAP Human,13/1481,0.726888797,0.887827821,0,0,0.868131548,0.276918142,L3MBTL3;CITED2;SH2D3C;ARHGAP18;GZMB;PRDM1;DNAJC15;OAZ2;LZTFL1;RCBTB2;MAF;S100A11;SIPA1
FOXH1 21741376 ChIP-Seq ESCs Human,14/1589,0.727627484,0.887827821,0,0,0.870967742,0.276938181,IFNGR1;NGLY1;GIMAP4;ABCB9;GLIPR1;RNF138;PMVK;EFHD2;PLEKHO2;PGLYRP1;BID;ASB2;CTSD;TMEM229B
TDRD3 21172665 ChIP-Seq MCF-7 Human,4/493,0.729874487,0.88823495,0,0,0.805934644,0.253774873,HIP1;MAF;CHMP1B;S100A11
ZFX 18555785 Chip-Seq ESCs Mouse,13/1485,0.730408079,0.88823495,0,0,0.865583585,0.271924718,WIPF1;INPP1;ARPC5;SLA2;LIME1;SDCBP2;HSD11B1;PRPF18;LPCAT4;NCK2;EIF4E2;ATF6;SLAMF1
REST 18959480 ChIP-ChIP MESCs Mouse,15/1701,0.731899588,0.888560369,0,0,0.871116668,0.271885922,APAF1;CITED2;SH2D3C;ABCB9;UBE2G2;PRDM1;VPS37B;TEX2;SORL1;ASRGL1;GNA15;RNF125;SNX2;NPC2;IL12RB1
TCF3 18692474 ChIP-Seq MEFs Mouse,5/611,0.734974724,0.890387005,0,0,0.81213506,0.250071953,UBE2H;CITED2;ITGB3;ITPR1;OSTF1
OCT4 18555785 Chip-Seq ESCs Mouse,13/1492,0.736498021,0.890387005,0,0,0.861157814,0.263384023,CSF1;WIPF1;INPP1;ARPC5;SLA2;LIME1;HSD11B1;PRPF18;LPCAT4;NCK2;EIF4E2;ATF6;SLAMF1
POU2F1 27270436 ChIP-Seq LNCaP Human Prostate Carcinoma,4/498,0.737083458,0.890387005,0,0,0.79757085,0.243302301,RAP1B;ARPC5;FOXO3;OAZ2
SMAD4 21741376 ChIP-Seq EPCs Human,14/1603,0.739433114,0.891741596,0,0,0.862630856,0.260403626,DUSP5;GALNT2;TRIP4;ARHGAP18;PRDM1;OAZ2;ID2;SESN1;EPSTI1;RIN3;SNX9;PLEKHO2;CCR5;ASB2
CMYC 18555785 Chip-Seq ESCs Mouse,13/1499,0.742499951,0.892730654,0,0,0.856773738,0.255089365,WIPF1;INPP1;ARPC5;SLA2;TMEM154;HSD11B1;PRPF18;LPCAT4;NCK2;EFHD2;EIF4E2;ATF6;SLAMF1
GABP 17652178 ChIP-ChIP JURKAT Human,5/617,0.742712555,0.892730654,0,0,0.803921569,0.2391234,PRPF18;TRIP4;UBE2G2;ATF6;LZTFL1
FOXP2 23625967 ChIP-Seq PFSK-1 AND SK-N-MC Human,6/733,0.745812009,0.894050688,0,0,0.811398347,0.237968294,NARF;CITED2;EHBP1L1;VPS37B;FOXO3;SORL1
IRF1 19129219 ChIP-ChIP H3396 Human,1/136,0.746273715,0.894050688,0,0,0.7319933,0.214227235,CD226
EBF1 22473956 ChIP-Seq LYMPHODE Mouse,13/1505,0.747574065,0.894133067,0,0,0.853048702,0.248170545,WIPF1;INPP1;TRAFD1;ARPC5;LIME1;HSD11B1;PRPF18;LPCAT4;GPR171;NCK2;EIF4E2;ATF6;SLAMF1
NANOG 18347094 ChIP-ChIP MESCs Mouse,12/1399,0.749561869,0.895036047,0,0,0.847366887,0.244267417,RAP1B;RNF125;HIP1;CITED2;ITGB3;ITPK1;ANXA6;GIMAP4;OSTF1;TEX2;CENPA;S100A11
LMO2 26923725 Chip-Seq HEMANGIOBLAST Mouse,12/1404,0.753858355,0.898688285,0,0,0.84409391,0.238499399,KDM4A;TBC1D9B;PRPF18;CITED2;CXCR3;ITPR1;NCK2;SNX9;GIMAP5;BAK1;FOXO3;MYO1F
CTCF 27219007 Chip-Seq Bcells Human,14/1633,0.763619205,0.908832038,0,0,0.845251616,0.227952558,FAM89B;GALNT2;ITPK1;GSTT2;PPM1J;ACTG1;PINK1;PRPF18;PODNL1;PMVK;CD7;S100A6;EFHD2;CTSD
KLF4 25985364 ChIP-Seq ATHEROSCLEROSIS LESION Mouse,7/865,0.766765854,0.90932972,0,0,0.800717417,0.212649566,RAP1B;IRAK2;UNC119;SLA2;CCR5;LYST;LITAF
NANOG 18358816 ChIP-ChIP MESCs Mouse,7/865,0.766765854,0.90932972,0,0,0.800717417,0.212649566,CITED2;ID2;CHMP1B;ITPK1;NCK2;CENPA;OAZ2
SUZ12 18555785 ChIP-Seq MESCs Mouse,7/866,0.767794929,0.90932972,0,0,0.799743044,0.211318185,MAF;CSF1;HPCAL1;SIDT1;DTX1;RIN3;DUSP7
HOXB13 26457646 ChIP-Seq LNCaP Human Prostate Carcinoma,12/1424,0.770553224,0.911110164,0,0,0.831233801,0.216658222,DUSP5;RGS3;MAF;SELENOP;PMVK;TRIP4;FURIN;CCR5;ATF6;HIF1A;LZTFL1;DUSP7
AR 22383394 ChIP-Seq PROSTATE CANCER Human,13/1540,0.775867271,0.915901851,0,0,0.831902756,0.211115137,KDM4A;ITGB3;FURIN;PRDM1;TEX2;FOXO3;HIF1A;SH3BGRL;MAF;SPATA13;RANBP10;SIDT1;ATF6
SUZ12 27294783 Chip-Seq ESCs Mouse,14/1657,0.781863972,0.920170715,0,0,0.831805182,0.204686047,DUSP5;L3MBTL3;PGLYRP2;ITGB3;HPCAL1;GIMAP5;ARPC5;SNX20;TPST2;MAF;ID2;SIDT1;IL12RB1;SIPA1
ETS2 20176728 ChIP-ChIP TROPHOBLAST STEM CELLS Mouse,1/151,0.782018362,0.920170715,0,0,0.658291457,0.161858767,CITED2
ISL1 30127528 ChIP-Seq KELLY Human Brain Neuroblastoma,1/152,0.784214746,0.920908111,0,0,0.653898632,0.1589447,CROT
ETS1 20019798 ChIP-Seq JURKAT Human,11/1332,0.785181985,0.920908111,0,0,0.81415394,0.196894794,CLN3;PRPF18;DGAT1;CHMP1B;ORMDL3;RANBP10;ITPR1;TRIP4;NUCB1;ATF6;PLD3
POU5F1 18347094 ChIP-ChIP MESCs Mouse,13/1555,0.787307075,0.921911188,0,0,0.823134064,0.196841747,ENTPD1;CITED2;ITGB3;ITPK1;GIMAP4;GIMAP5;RAP1B;MAF;ID2;SESN1;ANXA6;UNC119;OSTF1
FLI1 27457419 Chip-Seq LIVER Mouse,2/294,0.795440669,0.929935468,0,0,0.674830497,0.154441044,INPP1;NCK2
FOXA1 33576154 ChIP-Seq Human Lung ProstateCancer,34/3825,0.803338127,0.934717357,0,0,0.864930574,0.189402129,PGLYRP2;CITED2;ARHGAP18;ABRACL;PRDM1;FOXO3;HIF1A;LYST;RCBTB2;RAP1B;CLN3;RGS3;HLTF;OSTF1;JAK2;CTSD;S100A10;UBE2H;ANXA2;IFNGR1;APLP2;HPCAL1;SORL1;LZTFL1;SYTL2;DUSP7;PNRC2;NPC2;SELENOP;SIDT1;RAB19;MXD1;ATF6;SNTB2
OCT4 20526341 ChIP-Seq ESCs Human,13/1578,0.804049273,0.934717357,0,0,0.810015206,0.176660045,WIPF1;TMEM120A;FURIN;PPM1J;PODNL1;RNF138;LPCAT4;CXCR3;PMVK;PGLYRP1;GBP2;TMEM229B;SNTB2
GRHL2 25758223 ChIP-Seq PLACENTA Mouse,6/788,0.804419418,0.934717357,0,0,0.752155457,0.163694963,CXCR3;IL10RA;SPATA13;EPSTI1;CDK5RAP3;ACTG1
FUS 26573619 Chip-Seq HEK293 Human,3/428,0.804680921,0.934717357,0,0,0.694237086,0.150864281,L3MBTL3;ID2;ATF6
OLIG2 29049317 ChIP-Seq Mouse SpinalCord,12/1472,0.807410042,0.936389282,0,0,0.801807053,0.171525478,TPI1;NARF;CSF1;CITED2;SESN1;RANBP10;TRAFD1;UBE2G2;IL12RB1;FOXO3;CDK5RAP3;DUSP7
NEUROD2 26341353 ChIP-Seq CORTEX Mouse,12/1481,0.813819068,0.942316816,0,0,0.796503628,0.164093457,CLN3;ENTPD1;IFNGR1;DDT;GALNT2;ITGB3;TRIP4;TRAFD1;PXMP4;VPS37B;FOXO3;ASB2
KLF4 18555785 Chip-Seq ESCs Mouse,12/1486,0.817311914,0.943966774,0,0,0.793585265,0.160093509,HSD11B1;CSF1;INPP1;LPCAT4;NCK2;ARPC5;SLA2;EIF4E2;ATF6;LIME1;SDCBP2;SLAMF1
MYCN 19997598 ChIP-ChIP NEUROBLASTOMA Human,1/169,0.818356765,0.943966774,0,0,0.587221823,0.117712663,RIN3
ETV2 25802403 ChIP-Seq MESCs Mouse,6/804,0.81936644,0.943966774,0,0,0.736454538,0.146719324,NMB;GBP7;IL10RA;HLTF;CASP4;PGLYRP1
E2F1 17053090 ChIP-ChIP MCF-7 Human,11/1380,0.821476833,0.943966774,0,0,0.783567351,0.154089728,NPC2;DDT;GMFG;SPATA13;CD226;DHRS1;TEX2;SDCBP2;ICAM1;RCBTB2;SYTL2
VDR 33458620 ChIP-Seq PrimaryEpithelial Human Prostate,9/1154,0.821745181,0.943966774,0,0,0.767713025,0.150721206,GLIPR1;PRPF18;ANXA2;ADGRE5;BAK1;EIF4E2;ATF6;LYST;DUSP7
P300 18555785 Chip-Seq ESCs Mouse,12/1499,0.826168442,0.945856922,0,0,0.78608937,0.150108954,HSD11B1;PRPF18;INPP1;LPCAT4;GPR171;NCK2;ARPC5;SLA2;EIF4E2;ATF6;SLAMF1;TMEM154
FOXA1 33576154 ChIP-Seq Human Liver ProstateCancer,16/1944,0.827127531,0.945856922,0,0,0.806061699,0.152987598,KDM4A;DGAT1;CITED2;IFNGR1;TMEM120A;CROT;ARPC5;FOXO3;HIF1A;LYST;CENPA;LZTFL1;RCBTB2;RGS3;PEAK1;ATF6
TCF3 18347094 ChIP-ChIP MESCs Mouse,13/1613,0.827688085,0.945856922,0,0,0.790775401,0.149550578,ITGB3;ITPK1;GIMAP4;SLC2A3;RAP1B;ORMDL3;RANBP10;ANXA6;CASP1;NCK2;OSTF1;S100A11;S100A10
ER 23166858 ChIP-Seq MCF-7 Human,5/695,0.828601932,0.945856922,0,0,0.710144928,0.133518195,RAP1B;MAF;CROT;OSTF1;TEX2
NMYC 18555785 Chip-Seq ESCs Mouse,12/1510,0.833410837,0.946638306,0,0,0.779848308,0.142110632,HSD11B1;CSF1;WIPF1;INPP1;LPCAT4;NCK2;ARPC5;SLA2;EIF4E2;ATF6;LIME1;SLAMF1
PU1 27457419 Chip-Seq LIVER Mouse,12/1510,0.833410837,0.946638306,0,0,0.779848308,0.142110632,HSD11B1;PRPF18;WIPF1;INPP1;LPCAT4;NCK2;ARPC5;SLA2;EIF4E2;ATF6;LIME1;SLAMF1
P53 22387025 ChIP-Seq ESCs Mouse,12/1511,0.83405789,0.946638306,0,0,0.779285481,0.141403272,HSD11B1;PRPF18;WIPF1;INPP1;LPCAT4;NCK2;ARPC5;SLA2;EIF4E2;ATF6;SLAMF1;TMEM154
TCFCP2L1 18555785 Chip-Seq ESCs Mouse,12/1513,0.835346352,0.946638306,0,0,0.778162076,0.139998242,PRPF18;RGS3;WIPF1;INPP1;NCK2;TRAFD1;ARPC5;SLA2;ATF6;LIME1;SLAMF1;TMEM154
YY1 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse,9/1173,0.835805997,0.946638306,0,0,0.754412479,0.135310482,UNC119B;CLN3;L3MBTL3;PRELID1;NARF;RANBP10;TRIP4;SLA;ARHGAP18
AR 27270436 ChIP-Seq LNCaP Human Prostate Carcinoma,1/182,0.840788699,0.949616673,0,0,0.54468475,0.094456451,PRDM1
NANOG 18555785 Chip-Seq ESCs Mouse,12/1522,0.841051681,0.949616673,0,0,0.773143582,0.133832831,HSD11B1;PRPF18;WIPF1;INPP1;LPCAT4;NCK2;TRAFD1;ARPC5;EIF4E2;ATF6;SLAMF1;TMEM154
TAF15 26573619 Chip-Seq HEK293 Human,1/185,0.845560609,0.953225158,0,0,0.535722089,0.089870289,S100A10
BCL3 23251550 ChIP-Seq MUSCLE Mouse,5/725,0.854805347,0.962091775,0,0,0.679487179,0.106598968,PRELID1;GSTT2;S100A4;FOXO3;LIME1
RNF2 27304074 Chip-Seq ESCs Mouse,9/1205,0.857539037,0.962091775,0,0,0.732966783,0.112648622,L3MBTL3;APAF1;ID2;CXCR3;PRDM1;GIMAP5;IL12RB1;FOXO3;SNX20
JUN 21703547 ChIP-Seq K562 Human,9/1206,0.85817987,0.962091775,0,0,0.732315081,0.112001413,DUSP5;L3MBTL3;SNX2;MAF;ID2;CHMP1B;HPCAL1;BID;TMEM154
CREB1 23762244 ChIP-Seq HIPPOCAMPUS Rat,16/2006,0.861248977,0.962091775,0,0,0.778239021,0.116246842,KDM4A;HIP1;DGAT1;CITED2;VPS37B;DHRS1;FOXO3;SORL1;PLD3;DUSP7;ID2;CHMP1B;ORMDL3;PMVK;RANBP10;MXD1
NANOG 18700969 ChIP-ChIP MESCs Mouse,1/196,0.861871608,0.962091775,0,0,0.5052184,0.075100193,SLC2A3
NFE2 27457419 Chip-Seq LIVER Mouse,5/735,0.86276995,0.962091775,0,0,0.669827889,0.098871415,INPP1;NCK2;EIF4E2;ATF6;SLAMF1
PCGF2 27294783 Chip-Seq NPCs Mouse,2/346,0.863475745,0.962091775,0,0,0.571294339,0.083859994,INPP1;NCK2
SOX2 21211035 ChIP-Seq LN229 Gbm,22/2673,0.864027324,0.962091775,0,0,0.799524453,0.116851207,DUSP5;CITED2;GALNT2;APLP2;ITPK1;SH2D3C;HPCAL1;SLA;PPM1J;SH3BGRL;PSTPIP1;RGS3;MAF;NPC2;ID2;EFHD2;CD226;RIN3;SNX9;BID;SIPA1;S100A10
NFE2L2 20460467 ChIP-Seq MEFs Mouse,6/870,0.871741829,0.967713406,0,0,0.677835052,0.093040973,L3MBTL3;MAF;CITED2;ZYX;ARHGAP18;ABCB9
NRF2 20460467 ChIP-Seq MEFs Mouse,6/870,0.871741829,0.967713406,0,0,0.677835052,0.093040973,L3MBTL3;MAF;CITED2;ZYX;ARHGAP18;ABCB9
BRD4 28847988 ChIP-Seq BCBL1 Human Blood Lymphoma,1/206,0.875206707,0.969404839,0,0,0.480328472,0.064025472,ICAM1
YY1 26981420 ChIP-Seq C2C12 Mouse Muscle,14/1811,0.875936053,0.969404839,0,0,0.754070404,0.099885817,UNC119B;TPI1;NARF;UBE2G2;RHOC;ACTG1;PNRC2;TPST2;PRPF18;NPC2;EHBP1L1;ZYX;NUCB1;S100A4
HCFC1 20581084 ChIP-Seq MESCs Mouse,1/209,0.878951509,0.969867954,0,0,0.473328179,0.061071428,ORMDL3
GABP 19822575 ChIP-Seq HepG2 Human,17/2155,0.879026328,0.969867954,0,0,0.767414518,0.098950758,IFNGR1;SH2D3C;AK3;ABCB9;UBE2G2;WDR45;SDCBP2;ASRGL1;OAZ2;LZTFL1;RCBTB2;MFSD10;PINK1;PRPF18;ID2;SESN1;BAK1
FOXM1 26456572 ChIP-Seq MCF-7 Human,12/1595,0.881920529,0.97158468,0,0,0.734546579,0.092298224,ANXA2;SIDT1;ITPR1;CROT;UBE2G2;TEX2;CENPA;SDCBP2;S100A11;S100A10;TMEM229B;SNTB2
SMAD1 18555785 Chip-Seq ESCs Mouse,11/1483,0.883663185,0.97200072,0,0,0.724666437,0.089626238,HSD11B1;PRPF18;WIPF1;INPP1;LPCAT4;NCK2;ARPC5;EIF4E2;ATF6;SDCBP2;SLAMF1
FOXI1 33610681 ChIP-Seq GES1 Human Gastric Carcinoma,1/216,0.887260211,0.97200072,0,0,0.457753886,0.054755137,GALNT2
RARB 27405468 Chip-Seq BRAIN Mouse,12/1611,0.889655245,0.97200072,0,0,0.726557822,0.084950054,DUSP5;ENTPD1;L3MBTL3;CITED2;LPCAT4;DDT;AK3;ABCB9;JAK2;FOXO3;SDCBP2;PLD3
ESRRB 18555785 Chip-Seq ESCs Mouse,11/1496,0.890102909,0.97200072,0,0,0.717813051,0.0835665,HSD11B1;INPP1;LPCAT4;NCK2;EFHD2;ARPC5;SLA2;EIF4E2;ATF6;LIME1;SLAMF1
SOX2 18555785 Chip-Seq ESCs Mouse,11/1508,0.895788639,0.97200072,0,0,0.711592497,0.078311315,HSD11B1;PRPF18;INPP1;LPCAT4;NCK2;ARPC5;SLA2;EIF4E2;ATF6;LIME1;SLAMF1
BMI1 19503595 ChIP-Seq MEFsC Mouse,3/521,0.896245254,0.97200072,0,0,0.566862003,0.062094734,DDT;GLRX;MYO1F
FOXM1 25889361 ChIP-Seq OE33 AND U2OS Human,5/784,0.89670524,0.97200072,0,0,0.626082091,0.068260527,RGS3;TMEM120A;PMVK;PXMP4;CENPA
TBX4 33478486 ChIP-Seq IMR90 Human Lung,1/226,0.898154729,0.97200072,0,0,0.43718593,0.046959418,TBC1D9B
SUZ12 27294783 Chip-Seq NPCs Mouse,4/658,0.898604422,0.97200072,0,0,0.59745366,0.063875181,INPP1;NCK2;EIF4E2;ATF6
TP53 22573176 ChIP-Seq HFKS Human,7/1039,0.89994309,0.97200072,0,0,0.659597542,0.069537247,PODNL1;SLA;CROT;UBE2G2;JAK2;IL12RB1;TMEM229B
PCGF2 27294783 Chip-Seq ESCs Mouse,2/385,0.900202036,0.97200072,0,0,0.512092201,0.053839355,INPP1;NCK2
AR 35650195 ChIP-Seq DSRCT Human Mesenchymal Sarcoma,6/916,0.900273234,0.97200072,0,0,0.642007477,0.067447359,TPST2;KDM4A;GALNT2;EHBP1L1;PMVK;LYST
PAX3-FKHR 20663909 ChIP-Seq RHABDOMYOSARCOMA Human,6/918,0.901380787,0.97200072,0,0,0.640531742,0.066504799,RGS3;MAF;CITED2;ITPR1;UBE2G2;KLRG1
PHOX2B 30127528 ChIP-Seq BE2C Human Brain Neuroblastoma,5/794,0.902669168,0.97200072,0,0,0.617821975,0.063264453,RAP1B;GLRX;CROT;ATF6;SORL1
SOX2 16153702 ChIP-ChIP HESCs Human,5/797,0.904399405,0.97200072,0,0,0.615384615,0.061836428,CLN3;RANBP10;AK3;ATF6;OAZ2
E2F1 18555785 Chip-Seq ESCs Mouse,11/1528,0.904731041,0.97200072,0,0,0.701443604,0.070226831,HSD11B1;PRPF18;INPP1;LPCAT4;GPR171;NCK2;ARPC5;SLA2;ATF6;SLAMF1;TMEM154
CIITA 25753668 ChIP-Seq RAJI Human,2/392,0.905735673,0.97200072,0,0,0.502719503,0.049773136,KDM4A;PNRC2
EZH2 27294783 Chip-Seq ESCs Mouse,12/1649,0.906397366,0.97200072,0,0,0.7082104,0.06960113,L3MBTL3;PGLYRP2;MAF;DGAT1;ID2;HPCAL1;SIDT1;DTX1;RIN3;GIMAP5;IL12RB1;SNX20
SOX2 22085726 ChIP-Seq NPCs Mouse,10/1430,0.913304209,0.977962914,0,0,0.681245367,0.061779592,MAF;CITED2;RNF138;NGLY1;EFHD2;WDR45;GIMAP7;SORL1;ASRGL1;RCBTB2
POU3F2 20337985 ChIP-ChIP 501MEL Human,9/1319,0.917036733,0.980284927,0,0,0.665081332,0.057601197,GBP7;MAF;INPP1;GPR171;TRAFD1;JAK2;HIF1A;LYST;KLRG1
HNF1A 26855178 ChIP-Seq Caco2 Human Colon Adenocarcinoma,2/411,0.919348979,0.980284927,0,0,0.478896545,0.040270167,ID2;TRIP4
MTF2 20144788 ChIP-Seq MESCs Mouse,19/2488,0.919523465,0.980284927,0,0,0.736847405,0.061821288,DUSP5;L3MBTL3;CSF1;DGAT1;WIPF1;APLP2;ITGB3;HPCAL1;HIP1R;DTX1;FURIN;DUSP7;MAF;ID2;SESN1;SIDT1;RIN3;JAK2;VAMP5
KDM5A 27292631 Chip-Seq BREAST Human,5/830,0.921739932,0.981207025,0,0,0.58974359,0.048059481,NARF;SESN1;CTSD;SDCBP2;TMEM154
MEIS1 26253404 ChIP-Seq OPTIC CUPS Mouse,10/1461,0.925320065,0.983575941,0,0,0.665566397,0.051658325,PINK1;NARF;SLA;RIN3;PRDM1;VPS37B;BID;FOXO3;LYST;ASRGL1
STAT3 23295773 ChIP-Seq U87 Human,20/2637,0.929973746,0.985251585,0,0,0.72954613,0.052964263,ENTPD1;L3MBTL3;WIPF1;GALNT2;ITGB3;ITPR1;ARHGAP18;DTX1;LYST;HSD11B1;PRPF18;RGS3;MAF;ID2;CD7;EFHD2;RAB19;JAK2;GBP2;SNTB2
CEBPA 26348894 ChIP-Seq LIVER Mouse,11/1597,0.930859041,0.985251585,0,0,0.66839475,0.047888759,SNX2;IRAK2;CCL5;PMVK;HPCAL1;GZMB;GIMAP4;CROT;PGLYRP1;DNAJC15;ICAM1
MYCN 28898695 ChIP-Seq NB1643 Human Nerve Neuroblastoma,16/2184,0.930967751,0.985251585,0,0,0.707203594,0.050586726,CTSA;CITED2;ITPR1;TRIP4;ABRACL;VPS37B;FOXO3;LITAF;DUS2;CLN3;HLTF;PMVK;ANO10;BID;MXD1;ATF6
RNF2 16625203 ChIP-ChIP MESCs Mouse,5/854,0.932554641,0.985494424,0,0,0.572347558,0.039965618,RAET1E;SIDT1;SNX9;PRDM1;DUSP7
SUZ12 18555785 Chip-Seq ESCs Mouse,10/1491,0.935575131,0.985725891,0,0,0.65101816,0.04335379,HSD11B1;INPP1;LPCAT4;NCK2;ARPC5;SLA2;BID;ATF6;LIME1;SLAMF1
MYC 18940864 ChIP-ChIP HL60 Human,3/587,0.93565767,0.985725891,0,0,0.501077811,0.033324484,NGLY1;PRDM1;JAK2
STAT3 18555785 Chip-Seq ESCs Mouse,10/1495,0.936846921,0.985725891,0,0,0.649122807,0.042345774,HSD11B1;CSF1;WIPF1;INPP1;LPCAT4;NCK2;ARPC5;EIF4E2;ATF6;SLAMF1
EBF1 22473956 ChIP-Seq BONE MARROW Mouse,10/1502,0.939020746,0.986583302,0,0,0.645830394,0.040634167,HSD11B1;PRPF18;WIPF1;INPP1;NCK2;ARPC5;SLA2;EIF4E2;ATF6;SLAMF1
FOXO3 22982991 ChIP-Seq MACROPHAGES Mouse,11/1639,0.943575012,0.989935634,0,0,0.64964965,0.03773127,DUSP5;PRELID1;PSTPIP1;TBC1D9B;ANXA2;INPP1;RIN3;UBE2G2;WDR45;EIF4E2;PNRC2
SUZ12 18692474 ChIP-Seq MEFs Mouse,6/1019,0.945173432,0.990181691,0,0,0.573584637,0.032342626,MAF;CSF1;IL10RA;F2R;DTX1;VAMP5
MYC 18358816 ChIP-ChIP MESCs Mouse,17/2369,0.948555415,0.99229284,0,0,0.68913795,0.036396868,CITED2;GMFG;ITPK1;GSTT2;SLC2A3;UBE2G2;GIMAP5;ASRGL1;ICAM1;CLN3;DOK2;ID2;CHMP1B;BID;EIF4E2;CTSD;CDK5RAP3
TP53 20018659 ChIP-ChIP R1E Mouse,5/909,0.95248545,0.993714443,0,0,0.535965509,0.026091041,GNA15;APAF1;HPCAL1;SIDT1;CTSD
CDH4 35650610 ChIP-Seq mESC Mouse Stem Autism,4/774,0.953387939,0.993714443,0,0,0.504373178,0.02407544,SNX2;SPATA13;ARPC5;LITAF
FOXM1 26456572 ChIP-Seq MCF-7 Human BreastCancer,2/478,0.954020616,0.993714443,0,0,0.410067057,0.019301856,RGS3;CENPA
FOXA1 25329375 ChIP-Seq VCAP Human,10/1580,0.959196498,0.996201956,0,0,0.611129735,0.025459253,DUSP5;SNX2;ITGB3;NUCB1;JAK2;S100A11;LZTFL1;MFSD10;CCR2;TMEM154
FOXA1 27270436 Chip-Seq PROSTATE Human,10/1580,0.959196498,0.996201956,0,0,0.611129735,0.025459253,DUSP5;SNX2;ITGB3;NUCB1;JAK2;S100A11;LZTFL1;MFSD10;CCR2;TMEM154
DACH1 20351289 ChIP-Seq MDA-MB-231 Human,8/1338,0.961468136,0.996201956,0,0,0.578634085,0.022736763,RAP1B;DGAT1;CITED2;SESN1;TRAFD1;ABCB9;UBE2G2;VPS37B
MYC 28411283 ChIP-Seq MDA231-LM2-4175 Human BreastCancer,17/2441,0.962525029,0.996201956,0,0,0.665909214,0.025434542,CITED2;APLP2;ITPR1;UBE2G2;FOXO3;DUSP7;ACTG1;DUS2;CLN3;ADGRE5;SPATA13;HLTF;PMVK;S100A6;MXD1;CDK5RAP3;S100A10
JARID2 20064375 ChIP-Seq MESCs Mouse,5/951,0.963939246,0.996201956,0,0,0.511031604,0.018768662,L3MBTL3;MAF;CSF1;SIDT1;DTX1
REST 19997604 ChIP-ChIP NEURONS Mouse,6/1095,0.965711911,0.996201956,0,0,0.531396439,0.018540272,CLN3;RNF125;SORL1;DUSP7;ACTG1;KLRG1
ERA 27197147 Chip-Seq ENDOMETRIOID-ADENOCARCINOMA Human,4/822,0.966777036,0.996201956,0,0,0.473579163,0.016001001,OSTF1;HIF1A;ASRGL1;TMEM229B
REST 21632747 ChIP-Seq MESCs Mouse,11/1765,0.970381622,0.996201956,0,0,0.598800625,0.018003456,KDM4A;GNA15;RNF125;APAF1;IRAK2;VPS37B;IL12RB1;BID;ASRGL1;TMEM154;TMEM229B
PHC1 16625203 ChIP-ChIP MESCs Mouse,3/700,0.972836079,0.996201956,0,0,0.417372496,0.011494305,RANBP10;SIDT1;SNX9
PPARD 23208498 ChIP-Seq MDA-MB-231 Human,1/357,0.973227455,0.996201956,0,0,0.274462199,0.007448206,RGS3
BMI1 23680149 ChIP-Seq NPCS Mouse,4/860,0.974747778,0.996201956,0,0,0.451649819,0.011551636,MAF;WIPF1;PRDM1;GBP2
MYBL2 22936984 ChIP-ChIP MESCs Mouse,8/1419,0.97601061,0.996201956,0,0,0.543025041,0.013185637,GNA15;SNX2;TPI1;CITED2;HIP1R;GSTT2;ATF6;SNTB2
EZH2 27304074 Chip-Seq ESCs Mouse,3/722,0.977162099,0.996201956,0,0,0.40413575,0.009336638,L3MBTL3;DOK2;CITED2
ZBTB16 27035670 ChIP-Seq hESC Human Endometrial,2/563,0.977961856,0.996201956,0,0,0.346405229,0.007719506,PXMP4;CENPA
SUZ12 18974828 ChIP-Seq MESCs Mouse,9/1564,0.977967993,0.996201956,0,0,0.55286948,0.012317012,L3MBTL3;MAF;CSF1;IL10RA;SESN1;ITGB3;SIDT1;DTX1;ABCB9
KDM6A 18722178 ChIP-ChIP U937 AND SAOS2 Human,1/384,0.979694229,0.996201956,0,0,0.254759437,0.005226331,ATF6
JARID2 20075857 ChIP-Seq MESCs Mouse,5/1055,0.982292516,0.996201956,0,0,0.457875458,0.008180466,MAF;SIDT1;NUCB1;TRAFD1;TMEM229B
